title,description,mediaType,eps,duration,ongoing,sznOfRelease,years_running,studio_primary,studios_colab,contentWarn,watched,watching,wantWatch,dropped,rating,votes,tag_Based_on_a_Manga,tag_Comedy,tag_Action,tag_Fantasy,tag_Sci_Fi,tag_Shounen,tag_Original_Work,tag_Non_Human_Protagonists,tag_Drama,tag_Adventure,tag_Family_Friendly,tag_Short_Episodes,tag_School_Life,tag_Romance,tag_Shorts,tag_Slice_of_Life,tag_Seinen,tag_Supernatural,tag_Magic,tag_Animal_Protagonists,tag_Ecchi,tag_Mecha,tag_Based_on_a_Light_Novel,tag_CG_Animation,tag_Superpowers,tag_Others,tag_missing
Perfect Blue,"When popular pop idol Mima decided to retire from her group, Cham, and become an actress, she had no idea that one person's obsession would soon spiral out of control. With death threats, letter bombs and a forged website which details her every move, Mima finds herself slowly becoming trapped in a nightmare she can't seem to escape. With murders piling up and her mental state slowly degrading, can she discover who the culprit is, before she becomes the next victim?",Movie,1,78,FALSE,is_missing,0,MADHOUSE,0,1,19255,208,8074,124,4.242,14204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Goblin Slayer,"Rumor has it that, in a certain guild in the middle of nowhere, there is an extraordinary man who has climbed all the way to the Silver rank just by killing goblins. At the same guild, a priestess who's just become a new adventurer has formed her first party... and the man who ends up rescuing that party when they get into trouble is none other than the Goblin Slayer.",TV,12,,FALSE,Fall,0,Others,0,1,21608,4190,6223,1317,4.242,17326,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Aria the Origination: That Secret Little Place...,"Since Alicia has gone out for the day, business has been temporarily suspended for the Aria Company and Akari must now find some way to occupy herself. With Aika working and Alice at school, the enthusiastic young undine has decided to his the town of Neo Venezia in the company of President Aria. As the pair explores they marvel at the hanging laundry in the residential area, sip tea on the pier and head to a local restaurant for a meal of pasta prepared freshly at the table. Meanwhile, Akatsuki also has some free time and when he spots Akari wandering around, he decides to follow her. But with the pink-haired girl disappearing from his sight at every turn, will he ever be able to catch up to her?",DVD Special,1,25,FALSE,is_missing,0,Others,0,0,1367,25,986,14,4.242,837,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Teen Romantic Comedy SNAFU,"After being turned down by his unrequited crush, Hachiman Hikigaya is determined to live out the rest of his high school life single and socially tuned out to avoid the folly of youth. But Hachiman's resolve is lacking compared to his guidance counselor, a woman determined to change the boy's ways. So, much to his dismay, Hachiman is soon forced to reach out to those around him by joining a club dedicated to serving others. Alongside the cold, but beautiful club president Yukino, eager Yui, and other new friends, Hachiman will try to stomach his new volunteer work and survive his ultimate fear: being involved in a typical high school romantic comedy.",TV,13,,FALSE,Spring,0,is_missing,0,0,30194,2144,9860,902,4.242,22984,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Sekai-ichi Hatsukoi: Valentine-hen,,Movie,1,15,FALSE,is_missing,0,Studio Deen,0,0,3332,65,1875,19,4.243,1915,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
One Piece: Episode of Sabo,"After two years of training, the Straw Hats reunite at Sabaody and finally make it to the New World. At Punk Hazard Island they meet again with Trafalgar Law, forming a pact against the Four Warlords. And Luffy meets with a friend he thought was dead.",TV Special,1,107,FALSE,is_missing,0,Toei Animation,0,0,3604,66,1103,12,4.241,2074,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Cat Returns,"One afternoon on her way home from school, Haru saves a cat from getting run over by a truck and promptly gets the shock of her life when it stands on its hind legs to thank her. That night, she is greeted by a parade of felines who inform Haru that her earlier heroics saved the prince of the Cat Kingdom. Haru suddenly finds herself inundated with gifts of mice and catnip as means of thanks, culminating in the announcement that she will be taken to their kingdom to marry the prince. With no desire to marry Prince Lune, Haru turns to The Baron and Muta from the Cat Bureau for help, but unable to stop them, Haru is swept away by a horde of cats. Can Haru prevent this marriage of inconvenience and return home before she becomes a cat herself?",Movie,1,75,FALSE,is_missing,0,Others,0,0,26593,116,5542,47,4.24,18566,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Phantom: Requiem for the Phantom,"A young man awakens in an abandoned warehouse with no memory of his past. As he leaves the room and ventures further into the warehouse he is attacked by a girl in a mask; she tells him that in order to live he must come at her with all his might. After a fight for his life, he manages to overpower the girl, learning that he is to be trained as a Phantom - an assassin for the Inferno organization. He is also given a new name: Zwei. For three months, Zwei is trained by the girl in the arts of assassination until he has just one final test: to kill a living human being.",TV,26,,FALSE,Spring,0,Others,0,1,15631,1749,11936,1190,4.24,12946,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girls und Panzer: Saishuushou,,Movie,1,47,FALSE,is_missing,0,Others,0,0,724,56,884,8,4.241,481,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neon Genesis Evangelion,"In the future, a devastating event known as Second Impact has destroyed Tokyo as we know it, giving rise to Tokyo III - a city under siege by mysterious lifeforms known only as Angels. Mankind's only line of defense are the Evangelions, a set man-made machines piloted by a trio of fourteen year-old teenagers, Rei, Shinji, and Asuka. The fate of Japan and the entire world now lie with these three children, though they might not have the power to save the most important thing of all: each other.",TV,26,,FALSE,Fall,1,Tatsunoko Production,1,1,65113,3568,15810,2280,4.239,49367,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Liz and the Blue Bird,"Mizore Yoroizuka plays the oboe, and Nozomi Kasaki plays the flute in Kita Uji High School concert band. As seniors, this will be their last competition together, and the selected piece “Liz and the Blue Bird” features a duet for the oboe and flute. “This piece reminds me of us.” Nozomi says cheerfully, enjoying the solo, while Mizore's usual happiness to play with Nozomi is tinged with the dread of their inevitable parting. By all accounts the girls are best friends, but the oboe and flute duet sounds disjointed, as if underscoring a growing distance between them. Talk of college creates a small rift in their relationship, as the story evolves to reveal a shocking and emotional conclusion",Movie,1,,FALSE,is_missing,0,Kyoto Animation,0,0,1048,58,2118,15,4.235,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Last: Naruto the Movie,"The moon is beginning to fall, and at the rate it's going, it is doomed to fall on the Earth. The countdown for the survival of the planet begins. Among the havoc, Hinata's younger sister Hanabi is captured by the mysterious enemy, Toneri Ootsutsuki. Naruto must overcome great danger on a mission to save Hanabi and the world along with Hinata, Sai, Shikamaru, and Sakura.",Movie,1,112,FALSE,is_missing,0,Studio Pierrot,0,0,19028,351,4927,43,4.238,12159,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pokemon: The Origin,"The world of Pokemon is vast and all trainers, including the ever-eager Red, have their beginnings. Tasked by Pokemon Researcher Professor Oak with compiling an encyclopedia of all 149 known monsters, Red travels across the land, searching far and wide for more creatures to complete his mission. Along the way he'll face plenty of challenges, such as battling Gym Leaders, tackling the Pokemon league and even halting the plans of an evil organization. One thing's for sure, being the best isn't just about strength, it's about heart as well. ",TV Special,4,,FALSE,is_missing,0,Production I.G,1,0,11741,209,1767,104,4.237,8018,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Doupo Cangqiong 3rd Season,Third season of Doupo Cangqiong.,Web,12,,FALSE,is_missing,0,Others,0,0,198,56,282,4,4.208,130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Saiyuki Gaiden,"In their former lives, Genjyo and his crew were gods; but they didn't act divine. When Goku flies into a murderous rage after seeing his best friend die, Heaven's had enough and wants him dead! But Konzen Douji, Field Marshal Tenpou and General Kenren are willing to do anything to protect Goku, even if it means turning all of Heaven against them. Will the three of them be enough to break through the Heavenly Western Army and escape to the Lower World?",OVA,3,,FALSE,is_missing,1,Others,0,0,992,96,1122,33,4.237,593,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xxxHOLiC Movie: A Midsummer Night's Dream,"Watanuki faces challenges in every area. Spirits chase him, his best friend Doumeki isn't really a friend, and his boss Yuuko seems to have mistaken him for a servant come housewife. When Yuuko requests that both of them join her in accepting a special invitation to a collector's house, he can just hear the trouble coming. Upon arrival, the house proves to be more than a bit unusual, and the other guests are almost scary with their fanatical collecting. But, the worst thing about the situation is the knowledge that for all the weirdness Watanuki can see, it is absolutely certain that the mysteries are way more complicated that he thinks. Depending on Yuuko's arcane knowledge may be the only hope.",Movie,1,60,FALSE,is_missing,0,Production I.G,0,0,9813,102,4480,47,4.237,6359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Magical Girl Lyrical Nanoha The MOVIE 1st,"Takamachi Nanoha is a normal fourth-grader who feels a little useless and out-of-place with no purpose. Then one day, she saves a ferret, who turns out to be a mage from another planet who came to this planet to search for the jewel seeds. Nanoha agrees to help, but this task gets complicated when another girl arrives to steal them.",Movie,1,130,FALSE,is_missing,0,Others,0,1,2582,33,1634,20,4.237,1716,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tamako Love Story,"While Tamako's friends all seem to have big plans, Tamako's never thought beyond staying right where she is, working in her family's mochi shop. But maybe she won't be as alone as she thinks as someone gets closer to confessing his true feelings...",Movie,1,84,FALSE,is_missing,0,Kyoto Animation,0,0,6785,181,5354,77,4.236,4816,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Seraph of the End: Battle in Nagoya,"Yuichiro has reunited with Mikaela at the Shinjuku Battle, but Mikaela was turned into a vampire. To save the ""family,"" and to protect his fellow members, Yuichiro needed to gain knowledge and power. He searched for ways to bring back vampire to human beings, and at the same time, trained hard working on the Cursed Gear. Meanwhile, Kureto calls Guren and tells him a shocking truth: In one month, the main unit of the vampire will start attacking Tokyo. To get a head start against vampires, Kureto orders Guren to go to Nagoya. The noble extermination mission is about to open fire.",TV,12,,FALSE,Fall,0,Others,0,1,23114,1548,6004,319,4.236,16375,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Yuri!!! on Ice: Welcome to The Madness,,DVD Special,1,2,FALSE,is_missing,0,Others,0,0,3277,82,2806,21,4.238,1820,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill La Kill,"Ryuuko Matoi is a fiery, feisty girl on a vengeful mission: she’ll find her father’s murderer at all costs, with only a giant red scissor blade as a clue to the villain’s whereabouts. Using the item as a weapon, she fights her way into the terrifying Honnouji Academy to track down a lead, unaware that the institute is brutally governed by a student council that’s anything but ordinary. Wielding special “Goku uniforms”, the group, led by president Satsuki, uses superpowers to keep the student body in check - but things are about to change now that Ryuuko’s in town!",TV,24,,FALSE,Fall,1,Others,0,1,40331,5679,12528,3972,4.235,34471,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Hanasaku Iroha: Home Sweet Home,"While sorting through a mess of books in the staff room, Ohana happens upon one of Denroku's log books from long ago. Within it, it recounts a story of Ohana's mom when she was the same age as her.",Movie,1,65,FALSE,is_missing,0,Others,0,0,3118,87,3038,36,4.235,2247,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Lupin III: Castle Of Cagliostro,"After robbing a casino and finding out the entire take was counterfeit, Lupin and Jigen are off to the duchy of Cagliostro to find the source of this trickery, and to stop it. Upon arrival, the two become entangled in a car chase between a woman in a wedding dress and several men in a black car. Before she is kidnapped, this woman passes off a ring to Lupin, a ring that sparks his interest more than counterfeit money ever could. Unfortunately for Lupin it also grabs the attention of those who want the ring back, and would kill him for it in a heartbeat.",Movie,1,100,FALSE,is_missing,0,TMS Entertainment,0,0,10268,51,1879,46,4.235,6660,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Girls' Last Tour,"Two young girls travel through a desolate landscape in search of food, water, and fuel for their precious Kettenkrad motorbike. Although the world they wander through is a lonely one, Chito and Yuuri find happiness in the little things they encounter on their journey: a forgotten supply of military rations, a hot bath thanks to a leaky pipe in an abandoned power plant, or the discovery of a lone autonomous robot protectively guarding a solitary fish. Even if human civilization is dead, these two can always find something to live for.",TV,12,,FALSE,Fall,0,Others,0,0,3585,673,4013,417,4.234,3257,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Kaiba,"Welcome to a world in which memories can be transferred from body to body; old painful memories can be removed and replaced with new ones, and the poor sell their bodies to the rich to survive. Waking up one day, Kaiba finds himself in a strange place with no memories of his past and a mysterious hole in his chest; the only clue as to his identity is a locket with a picture of a girl hanging from his neck. Armed with this token, Kaiba must now travel across the galaxy to discover who he is and what the girl in the locket means to him; however, his journey will bring him into contact with many people whose lives have been tragically affected by the manipulation of memories. All too soon it becomes clear that something is very wrong with this world…",TV,12,,FALSE,Spring,0,MADHOUSE,0,0,3460,390,4692,353,4.233,2951,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hellsing Ultimate: Digest for Freaks,"A recap of the first three episodes of Hellsing (TV), in the animation style of the Hellsing Ultimate OVA.",TV Special,1,30,FALSE,is_missing,0,MADHOUSE,0,0,6589,154,4580,49,4.232,3580,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mobile Suit Gundam Wing: Endless Waltz Movie,"The year is After Colony 196. A year has passed, and peace between Earth and the space colonies is still a reality. With no need for weapons in a time without war, the majority of the Gundam pilots have decided to destroy their mobile suits by hurling them into the sun. However, one girl by the name of Mariemaia Khushrenada, daughter of Treize Khushrenada, threatens this peace. With the help of her grandfather Dekim Barton, Mariemaia has kidnapped Relena Darlian and plans for total domination. The Gundam pilots are the only force standing in Mariemaia’s way, but will they be enough to stop her?",Movie,1,90,FALSE,is_missing,0,Sunrise,0,0,14037,56,1810,33,4.231,8248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
